# 感情コード
5022	麻痺された意志
5032	暴飲暴食
5093	受動攻撃性の
5982	ムッとした
15006	認識
15009	衝撃的な
15041	情動記憶
15078	認識
15092	先延ばし
15113	錯乱
15119	能力
15209	孤立的
15212	傷ついた、腹を立てた
15301	良心の咎め・罪の意識
15308	制約
15316	放棄
15318	敵意
15321	冷笑
15338	信頼の欠如
15339	恐怖
15346	憎悪・嫉妬・貪欲
15369	外側からの影響
15373	精神疲労
15377	過労・過労死傾向
15383	無能さの感情
15385	自制心の欠如
15392	わがまま
15403	流れ
15406	重度の疲れ
15415	極度の苦悶
15457	自己中心的
15461	硬直・殉教的症候群
15474	多くの恐れ
15493	失望
15563	不満
15564	責任の重圧に負ける
15580	潜在する精神的苦痛
15596	食品品質
15641	外からの影響
15670	歪曲
15697	感情を許す
15698	喜びを感じる力のない
15806	ネガティビティ
15860	過去の生活パターン
15988	過度な感情移入
25003	無能感
25018	ごめんなさい
25020	不安定
25030	許してください
25066	暗闇
25104	被害妄想
25129	空想、幻覚
25166	機能障害
25240	軽蔑
25316	隠れた精神的な疲労
25331	敗北
25334	非常な恐怖・懐疑心
25345	威張る・非柔軟
25352	空気の質
25353	忍耐の欠如
25356	寛容でない
25369	隔離
25376	過労死の危険性
25422	他への恐れ・ショック
25429	絶望的憂鬱
25434	行動
25437	不確かさ・優柔不断
25462	良くない思考への執着
25473	自己脅迫
25523	否定的
25594	無関心
25613	無力
25621	忍耐力
25623	適合
25631	外の力からの影響
25688	混乱した
25694	低い自己評価
25902	劣等
25933	自虐
25976	抑制感情
25978	恥辱
35019	誤解
35021	神がかり的な
35085	感覚を許す
35088	混乱した思考
35102	当惑
35111	否定、拒絶
35131	運動記憶
35132	憂鬱な、物悲しい
35163	感覚を失った
35323	能力の疑問
35334	非常な恐怖
35335	毒素への恐れ
35376	極度の疲労
35386	悲痛・自己憐憫
35388	愛情
35406	敵対立
35416	断食
35489	無関心・感情麻痺
35493	幸福を必要としている
35497	パワーゲーム
35665	自分の価値を認めない
35668	途方に暮れた、迷った
35669	操る、操作する
35733	事業完成
35774	強欲
35819	信条
35835	独占欲の強い
35836	排除
35883	非人情・冷淡
35891	病気に対する恐怖
35896	虚偽
35904	壊れる感
35936	不適任感
35950	閉塞・孤独
45055	やきもち
45056	消極性・否定的
